Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (deg),Rudder Angle (rad),OOD Label
129,-0.298200350457374,0.625576550164221,-0.52807094545236,968.486802344443,119.474068560774,-7.92504667871218,7.4456264551627,-10,-0.174532925199433,0
130,-0.303586796201805,0.629459006787659,-0.528853909780188,975.921495328744,119.0707156892,-8.45311762416454,7.44058651147067,-10,-0.174532925199433,0
131,-0.308990955787771,0.633131136846558,-0.529537944235201,983.347397855713,118.603490588593,-8.98197153394473,7.43551351922778,-10,-0.174532925199433,0
132,-0.314408715309172,0.636600227344918,-0.530128983828048,990.763906927033,118.072214304867,-9.51150947817993,7.4304118606522,-10,-0.174532925199433,0
133,-0.319836121234643,0.63987351963401,-0.530632731825165,998.170419141699,117.476733631018,-10.041638462008,7.42528578468994,10,0.174532925199433,0
134,-0.325269382087234,0.642958189031291,-0.531054655975747,1005.56633120229,116.816920190514,-10.5722711938331,7.42013940173966,10,0.174532925199433,0
135,-0.330172248192755,0.641135382108552,-0.515465996620177,1012.95104038536,116.092669527593,-11.1033258498089,7.41509715990377,10,0.174532925199433,0
136,-0.334854978448965,0.634106346543054,-0.485443316319203,1020.32355751085,115.299160154476,-11.6187918464291,7.40982714865593,10,0.174532925199433,0
137,-0.339627894772249,0.621712618017584,-0.442625757115829,1027.68263508538,114.433414449884,-12.1042351627483,7.40402075770321,10,0.174532925199433,0
138,-0.34481133038011,0.603918009280681,-0.388686362649924,1035.02684785642,113.494232809212,-12.5468609198641,7.39738164360033,10,0.174532925199433,0
139,-0.349159885631166,0.585298751943035,-0.340593640250395,1042.35466079762,112.482100070939,-12.935547282514,7.39154995045308,10,0.174532925199433,0
140,-0.352752792168791,0.56602758809921,-0.297515364974656,1049.6670328025,111.403106867851,-13.2761409227644,7.38646658868413,10,0.174532925199433,0
141,-0.355662397435463,0.546245484822753,-0.258735362109478,1056.9649391927,110.262733689614,-13.5736562877391,7.38207538678808,10,0.174532925199433,0
142,-0.357954396695797,0.526067635223475,-0.223638492560994,1064.24935459243,109.065934082208,-13.8323916498485,7.37832356595615,10,0.174532925199433,0
143,-0.359688268197075,0.505588205270884,-0.191697053885241,1071.52124155003,107.817207242619,-14.0560301424095,7.3751618906954,10,0.174532925199433,0
144,-0.360917806744098,0.484884121373981,-0.162458691479725,1078.78154325077,106.520661011993,-14.2477271962948,7.37254462023055,10,0.174532925199433,0
145,-0.361691689983619,0.464018118890307,-0.135535793112182,1086.03117910978,105.180066334579,-14.4101858877745,7.3704293435569,10,0.174532925199433,0
146,-0.36205403760673,0.443041216472315,-0.110596272592173,1093.27104236414,103.798904227363,-14.5457216808867,7.36877675229619,10,0.174532925199433,0
147,-0.362044940662313,0.421994740437436,-0.0873556154697671,1100.50199902787,102.380406235662,-14.6563179534789,7.36755038604374,10,0.174532925199433,0
148,-0.361700949128692,0.400911993324112,-0.0655700480334949,1107.72488775193,100.927589257947,-14.7436735689486,7.36671637184372,10,0.174532925199433,0
149,-0.361055512805161,0.379819638593858,-0.0450306919104553,1114.94052026253,99.4432855238113,-14.8092436169821,7.3662431707785,10,0.174532925199433,0
150,-0.360139374818896,0.358738856942342,-0.0255585746396622,1122.14968214547,97.9301684111556,-14.8542743088926,7.3661013390019,10,0.174532925199433,0
151,-0.358980919516857,0.337686317347218,-0.00700037814823146,1129.35313381321,96.3907746970557,-14.8798328835322,7.36626330691199,10,0.174532925199433,0
152,-0.357606477847298,0.31667499668756,0.0107751800752771,1136.55161154082,94.8275237537023,-14.8868332616805,7.36670317787763,10,0.174532925199433,0
153,-0.356040593946651,0.295714874709391,0.0278804254398507,1143.74582849266,93.2427341270612,-14.8760580816052,7.36739654654856,10,0.174532925199433,0
154,-0.354306256810972,0.274813525697842,0.0444113445083182,1150.93647568722,91.638637871357,-14.8481776561653,7.36832033598191,10,0.174532925199433,0
155,-0.352425100828324,0.253976624024212,0.0604498121260031,1158.12422286557,90.0173929565815,-14.803766311657,7.36945265239959,10,0.174532925199433,0
156,-0.350417578697752,0.233208377457021,0.0760654866228646,1165.30971924231,88.3810940181469,-14.743316499531,7.37077265621297,10,0.174532925199433,0
157,-0.348303109937476,0.212511899534748,0.0913174236422205,1172.49359412637,86.7317816766691,-14.6672510129082,7.37226044791901,10,0.174532925199433,0
158,-0.346100207837229,0.19188953022925,0.106255451663083,1179.6764574062,85.0714506207919,-14.5759335892659,7.37389696752734,10,0.174532925199433,0
159,-0.343826587365917,0.17134311246106,0.120921345857614,1186.85889989779,83.4020566161381,-14.4696781376029,7.37566390627817,10,0.174532925199433,0
160,-0.341499256222919,0.150874230670749,0.135349831443494,1194.04149355731,81.7255225781464,-14.3487567917452,7.37754362953419,10,0.174532925199433,0
161,-0.339134590928042,0.130484416536974,0.149569443034442,1201.22479156251,80.0437438250763,-14.2134069603017,7.37951910985727,10,0.174532925199433,0
162,-0.336748399585501,0.110175326011347,0.163603262547403,1208.409328268,78.3585926092681,-14.0638375172673,7.38157386940501,10,0.174532925199433,0
163,-0.334355972732087,0.089948891074991,0.177469554888101,1215.59561904119,76.6719220093329,-13.9002342547199,7.3836919308966,10,0.174532925199433,0
